district,chronic_diseases_count,disability_characteristics_count,child_youth_welfare_count,disability_welfare_count,women_welfare_count,elderly_welfare_count,homeless_welfare_count,other_welfare_count,housing_issues_count,health_issues_count,education_issues_count,employment_income_issues_count,family_issues_count,violence_issues_count,human_trafficking_issues_count,social_justice_access_issues_count,other_social_issues_count
เทศบาลตำบลโพธิ์ชัย,2,13,172,13,0,92,13,21,3,24,1,319,33,0,0,4,0
เทศบาลตำบลโพธิ์ทอง,20,5,31,6,4,12,5,15,8,9,0,26,28,0,0,0,0
เทศบาลตำบลโพธิ์ประทับช้าง,2,3,7,2,0,35,7,29,6,4,5,45,29,0,0,2,0
เทศบาลตำบลโพธิ์พิทักษ์,0,1,0,0,0,0,0,0,0,1,0,24,11,0,0,11,0
เทศบาลตำบลโพธิ์ไทร,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
เทศบาลตำบลโพน,0,0,0,1,0,2,0,0,0,0,0,9,2,0,0,0,0
เทศบาลตำบลโพนงาม,24,12,9,5,0,31,0,45,23,30,4,205,21,0,0,23,0
เทศบาลตำบลโพนทราย,2,5,16,10,2,19,1,45,6,1,8,67,46,0,0,6,0
เทศบาลตำบลโพนทอง,0,1,0,2,0,9,2,2,1,3,0,12,6,0,0,0,0
เทศบาลตำบลโพนพิสัย,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
เทศบาลตำบลโพนสวรรค์,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
เทศบาลตำบลโพนสา,0,0,0,0,0,2,0,1,0,0,0,6,1,0,0,0,0
เทศบาลตำบลโพรงมะเดื่อ,0,0,18,0,0,0,0,0,0,0,0,15,3,0,0,0,0
เทศบาลตำบลโพสังโฆ,0,2,0,2,0,4,0,1,2,0,0,3,3,0,0,0,0
เทศบาลตำบลโรงช้าง,8,12,106,11,0,24,6,59,18,12,8,39,83,0,0,0,0
เทศบาลตำบลในเมือง,63,21,184,15,46,105,1,95,63,24,34,429,143,3,0,0,0
เทศบาลตำบลไชยปราการ,1,0,35,0,0,8,0,13,15,3,1,50,33,0,0,0,2
เทศบาลตำบลไชโย,322,44,207,21,4,143,3,161,26,105,6,216,428,2,0,6,3
เทศบาลตำบลไทรงาม,4,0,1,1,0,2,1,1,1,1,0,2,12,0,0,4,0
เทศบาลตำบลไทรน้อย,19,1,8,1,12,23,2,13,5,1,0,45,17,0,0,14,0
เทศบาลตำบลไทรย้อย,39,45,9,45,1,105,26,255,73,43,5,416,81,0,0,3,0
เทศบาลตำบลไผ่ต่ำ,31,12,64,11,0,40,0,24,14,12,16,99,27,0,0,0,0
เทศบาลตำบลไพรบึง,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลไพศาลี,4,1,0,1,1,2,0,2,0,0,1,2,0,0,0,0,0
เทศบาลตำบลไม้งาม,46,32,51,45,8,116,7,133,22,14,3,387,145,0,0,41,0
เทศบาลตำบลไม้ยา,19,22,63,23,6,43,2,93,28,19,46,401,232,0,0,0,1
เทศบาลตำบลไร่เก่า,4,1,70,2,0,2,0,1,0,1,2,2,24,0,0,0,0
เทศบาลตำบลไร่ใหม่,6,5,8,6,0,12,0,8,5,5,0,8,9,0,0,0,0
เทศบาลนครตรัง,11,96,73,82,3,77,3,93,26,4,15,425,100,0,0,13,1
เทศบาลนครนครปฐม,0,0,71,0,0,0,0,0,7,5,1,78,1,0,0,0,0
เทศบาลนครนครศรีธรรมราช,7,14,511,29,17,88,44,105,21,3,3,1256,78,0,0,0,2
เทศบาลนครนครสวรรค์,8,4,15,1,36,32,0,37,25,18,7,482,108,0,0,44,1
เทศบาลนครนนทบุรี,324,47,546,42,161,597,99,375,228,43,1,1274,278,0,1,252,3
เทศบาลนครปากเกร็ด,462,69,159,66,119,489,81,216,142,137,0,1019,243,0,0,98,0
เทศบาลนครพระนครศรีอยุธยา,101,34,42,33,10,50,3,76,4,30,19,131,101,3,0,1,1
เทศบาลนครพิษณุโลก,2,4,23,4,0,11,0,0,1,0,0,7,23,0,0,0,0
เทศบาลนครภูเก็ต,202,73,150,43,14,90,2,174,34,42,27,329,200,1,0,4,0
เทศบาลนครยะลา,22,10,9,6,0,51,7,93,13,10,35,154,38,0,0,0,0
เทศบาลนครระยอง,6,0,27,0,3,1,8,5,3,4,0,82,5,0,0,0,0
เทศบาลนครรังสิต,168,305,99,84,6,225,33,185,253,115,10,728,350,5,1,220,5
เทศบาลนครลำปาง,395,51,83,45,5,444,7,89,5,170,23,155,733,0,0,0,0
เทศบาลนครสกลนคร,15,7,113,2,12,33,8,151,58,8,77,226,346,0,0,4,0
เทศบาลนครสงขลา,216,14,147,33,122,92,16,74,58,5,4,511,166,0,0,120,1
เทศบาลนครสมุทรปราการ,0,2,84,2,0,3,0,1,153,0,5,82,269,0,0,195,1
เทศบาลนครสมุทรสาคร,13,13,42,10,25,44,32,38,78,6,18,53,45,0,0,20,0
เทศบาลนครสุราษฎร์ธานี,6,5,4,6,0,12,0,22,3,2,0,56,24,1,0,0,2
เทศบาลนครหาดใหญ่,37,156,1150,177,5,64,1,325,14,35,6,408,578,0,0,252,2
เทศบาลนครอุบลราชธานี,0,4,20,4,3,8,3,17,14,5,31,116,24,0,0,7,3
เทศบาลนครอ้อมน้อย,6,8,48,11,21,51,54,30,79,38,28,105,56,0,0,42,0
เทศบาลนครเกาะสมุย,51,11,3,9,1,137,2,171,11,68,28,206,95,2,2,0,3
เทศบาลนครเจ้าพระยาสุรศักดิ์,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
เทศบาลนครเชียงราย,10,9,48,8,1,53,1,119,51,9,18,311,176,0,0,0,0
เทศบาลนครเชียงใหม่,20,21,400,17,6,46,9,115,197,55,83,784,454,0,0,16,1
เทศบาลนครแม่สอด,48,25,23,29,0,74,4,61,36,13,11,304,64,0,0,8,0
เทศบาลนครแหลมฉบัง,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลเมืองกระทุ่มล้ม,0,0,11,0,0,0,0,0,0,0,0,63,0,0,0,0,0
เทศบาลเมืองกระทุ่มแบน,35,5,91,3,63,94,70,57,48,9,26,125,34,0,1,3,0
เทศบาลเมืองกระบี่,31,26,31,25,5,42,14,81,82,11,29,267,135,0,0,2,0
เทศบาลเมืองกะทู้,24,23,185,8,14,27,2,52,29,15,23,238,157,3,0,2,0
เทศบาลเมืองกันตัง,5,16,73,13,0,85,4,114,42,11,39,418,210,0,0,7,5
เทศบาลเมืองกันทรลักษ์,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลเมืองกาฬสินธุ์,29,10,73,8,14,50,3,96,37,20,16,743,164,0,0,2,2
เทศบาลเมืองกำแพงเพชร,2,1,11,6,0,3,3,18,0,5,3,40,27,1,0,7,0
เทศบาลเมืองคลองหลวง,146,325,97,66,7,137,12,257,85,71,17,354,235,2,0,254,0
เทศบาลเมืองคลองแห,14,44,590,46,1,25,1,130,6,11,13,291,365,0,0,85,0
เทศบาลเมืองควนลัง,19,60,559,68,3,44,1,57,4,6,1,239,319,0,0,2,1
เทศบาลเมืองคอหงส์,12,51,349,53,2,22,0,146,3,10,7,171,308,0,0,1,1
เทศบาลเมืองคูคต,76,247,46,61,2,104,7,98,23,46,10,251,70,0,0,187,0
เทศบาลเมืองจันทนิมิต,1,0,0,0,0,0,0,1,0,0,0,6,4,0,0,0,0
เทศบาลเมืองจันทบุรี,2,0,5,2,0,2,0,5,0,0,0,42,28,0,0,0,0
เทศบาลเมืองฉะเชิงเทรา,93,20,5,20,0,38,0,40,29,58,1,280,309,0,0,42,0
เทศบาลเมืองชะอำ,8,10,140,9,4,22,1,37,1,39,72,205,173,0,0,0,0
เทศบาลเมืองชัยนาท,14,9,9,4,0,1,28,83,22,6,0,123,15,0,0,25,0
เทศบาลเมืองชัยภูมิ,17,13,164,13,13,33,20,100,7,8,5,139,17,0,0,1,2
เทศบาลเมืองชุมพร,20,31,37,35,2,98,22,24,5,9,23,348,185,0,0,0,0
เทศบาลเมืองชุมแสง,31,31,45,23,1,197,0,177,3,26,1,179,2,0,0,0,0
เทศบาลเมืองดอกคำใต้,57,30,79,24,7,98,2,133,12,18,8,129,100,0,0,0,2
เทศบาลเมืองดอนสัก,2,5,1,2,0,31,0,10,1,2,8,153,13,1,0,0,0
เทศบาลเมืองตราด,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
เทศบาลเมืองตะกั่วป่า,38,23,7,15,0,53,2,2,12,5,2,97,8,0,0,2,0
เทศบาลเมืองตะพานหิน,46,16,26,20,6,85,1,60,76,13,9,151,77,0,0,25,0
เทศบาลเมืองตะลุบัน,64,4,495,2,26,31,1,196,84,2,31,277,324,0,0,0,12
เทศบาลเมืองตาก,119,84,96,102,9,171,7,212,35,22,24,718,338,0,0,70,0
เทศบาลเมืองตาคลี,0,0,95,0,4,0,0,3,0,0,0,0,0,0,0,0,0
เทศบาลเมืองต้นเปา,4,14,77,15,5,25,7,32,24,16,15,207,146,1,0,4,1
เทศบาลเมืองทับกวาง,66,39,165,29,0,35,0,51,140,34,34,285,250,2,0,1,2
เทศบาลเมืองทุ่งตำเสา,89,30,187,25,2,77,0,57,4,55,7,212,178,0,0,18,0
เทศบาลเมืองทุ่งสง,6,5,260,7,127,186,124,34,31,1,3,502,156,0,0,18,0
เทศบาลเมืองท่าข้าม,335,35,65,37,72,433,7,1059,70,318,81,1573,432,0,0,17,0
เทศบาลเมืองท่าช้าง,1,0,2,2,0,3,0,6,0,0,0,23,14,0,0,0,0
เทศบาลเมืองท่าบ่อ,1,1,1,1,0,2,0,0,0,0,1,23,6,0,0,0,0
เทศบาลเมืองท่าโขลง,64,70,33,32,10,44,3,94,71,39,13,148,123,0,0,39,16
เทศบาลเมืองท่าใหม่,0,0,0,4,0,4,0,3,1,1,0,18,9,0,0,0,0
เทศบาลเมืองนครนายก,17,5,41,4,3,950,0,137,2,17,0,1554,8,0,0,0,1
เทศบาลเมืองนครพนม,0,2,31,1,0,1,0,1,13,0,0,87,7,0,0,5,0
เทศบาลเมืองนราธิวาส,10,6,20,3,3,21,17,27,98,6,9,367,119,0,0,1,12
เทศบาลเมืองนางรอง,0,0,0,0,0,0,0,0,0,2,0,8,6,0,0,0,0
เทศบาลเมืองนาสาร,213,45,39,41,9,278,0,605,118,93,58,658,383,1,0,1,2
เทศบาลเมืองน่าน,21,45,7,42,1,92,3,44,24,60,5,205,165,0,0,0,0
เทศบาลเมืองบางกรวย,117,25,143,28,42,191,54,140,381,33,0,500,190,0,0,379,0
เทศบาลเมืองบางกะดี,29,54,15,10,1,38,4,34,16,9,3,89,43,0,0,42,0
เทศบาลเมืองบางบัวทอง,105,13,92,15,89,174,35,80,82,18,3,372,166,0,0,113,0
เทศบาลเมืองบางมูลนาก,10,5,22,6,3,59,0,26,13,4,15,104,58,0,0,2,0
เทศบาลเมืองบางระจัน,0,0,0,0,0,2,0,0,0,0,4,3,4,0,0,0,0
เทศบาลเมืองบางศรีเมือง,139,20,79,26,42,130,14,109,23,1,0,283,66,0,0,45,0
เทศบาลเมืองบึงกาฬ,314,51,196,66,200,445,271,432,265,204,51,854,428,1,0,7,0
เทศบาลเมืองบึงยี่โถ,115,132,18,104,4,137,13,85,49,127,10,372,110,1,0,39,1
เทศบาลเมืองบุรีรัมย์,0,0,0,0,0,0,0,0,1,0,0,20,18,0,0,0,0
เทศบาลเมืองบ้านฉาง,0,1,12,0,3,2,0,4,4,2,1,89,7,0,0,7,0
เทศบาลเมืองบ้านพรุ,37,40,726,49,0,47,17,204,5,1,1,81,463,0,0,8,1
เทศบาลเมืองบ้านสวน,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลเมืองบ้านหมี่,11,3,8,3,0,9,0,9,26,1,0,9,11,0,0,1,0
เทศบาลเมืองปทุมธานี,167,95,28,28,6,99,25,147,115,91,6,406,196,1,0,59,0
เทศบาลเมืองประจวบคีรีขันธ์,55,5,106,6,1,36,1,2,2,25,0,24,14,0,0,0,0
เทศบาลเมืองปราจีนบุรี,13,0,11,0,5,9,0,18,7,0,0,15,9,0,0,0,1
เทศบาลเมืองปัตตานี,12,13,566,11,9,18,24,198,29,12,7,520,467,0,0,1,4
เทศบาลเมืองปากน้ำสมุทรปราการ,2,1,32,1,0,1,0,4,54,1,2,18,118,0,0,104,0
เทศบาลเมืองปากพนัง,9,4,59,2,21,22,10,41,4,2,1,178,26,0,0,0,5
เทศบาลเมืองปางมะค่า,6,7,4,12,0,28,0,31,30,8,6,273,118,0,0,12,0
เทศบาลเมืองปาดังเบซาร์,0,0,367,0,0,4,0,1,0,0,0,380,0,0,0,0,0
เทศบาลเมืองปู่เจ้าสมิงพราย,7,1,191,1,11,6,8,45,169,0,32,235,492,0,0,13,0
เทศบาลเมืองป่าตอง,26,7,40,5,1,45,3,25,9,5,2,76,18,0,0,3,0
เทศบาลเมืองผักไห่,108,0,87,0,1,129,0,126,1,56,19,136,47,0,0,0,0
เทศบาลเมืองพนัสนิคม,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลเมืองพระประแดง,15,1,60,1,5,10,24,23,67,4,1,82,94,0,0,0,0
เทศบาลเมืองพระพุทธบาท,152,97,108,78,13,175,0,240,205,85,36,660,364,0,0,4,0
เทศบาลเมืองพะเยา,22,14,55,13,3,51,8,132,13,3,11,81,74,1,0,0,0
เทศบาลเมืองพังงา,88,24,37,23,1,106,1,50,51,46,17,347,93,0,0,7,3
เทศบาลเมืองพัทลุง,8,49,596,33,4,33,125,20,25,9,3,434,299,0,0,0,0
เทศบาลเมืองพิจิตร,17,15,59,15,14,71,1,28,37,10,11,57,119,0,0,0,0
เทศบาลเมืองพิชัย,1,0,0,0,0,7,0,0,2,2,0,58,7,0,0,0,0
เทศบาลเมืองพิบูลมังสาหาร,0,0,7,0,0,0,0,1,0,92,14,56,74,0,1,309,0
เทศบาลเมืองพิมลราช,53,3,16,4,11,35,2,32,38,0,4,133,17,0,0,40,0
เทศบาลเมืองมหาสารคาม,2,12,31,3,3,9,31,11,24,0,2,420,174,0,0,0,0
เทศบาลเมืองมาบตาพุด,0,0,119,0,125,34,25,21,12,3,1,281,13,0,0,2,0
เทศบาลเมืองมุกดาหาร,11,25,679,32,48,66,59,353,86,7,106,790,370,2,0,1,0
เทศบาลเมืองยโสธร,6,1,4,1,6,3,1,12,0,3,0,18,16,1,0,0,0
เทศบาลเมืองระนอง,26,28,250,42,2,72,4,60,3,12,0,122,40,0,0,30,0
เทศบาลเมืองร้อยเอ็ด,8,5,237,1,0,64,7,88,5,31,4,323,32,0,0,1,0
เทศบาลเมืองลพบุรี,9,8,19,8,1,20,4,12,14,2,3,55,43,0,0,1,0
เทศบาลเมืองลัดหลวง,106,26,181,18,11,44,61,48,130,24,23,461,472,0,0,8,0
เทศบาลเมืองลาดสวาย,114,169,126,89,3,106,14,114,49,121,7,328,135,0,0,73,0
เทศบาลเมืองลำตาเสา,36,8,20,5,0,25,1,24,0,17,1,48,17,0,0,78,0
เทศบาลเมืองลำพูน,30,48,67,42,5,83,2,81,78,49,37,549,268,1,0,6,1
เทศบาลเมืองลำสามแก้ว,23,34,13,22,0,27,3,33,7,27,4,89,65,0,0,11,0
เทศบาลเมืองล้อมแรด,87,13,35,6,0,70,1,9,8,12,30,192,152,0,0,2,0
เทศบาลเมืองวังน้ำเย็น,62,55,28,41,7,75,6,39,86,48,7,552,112,0,0,20,0
เทศบาลเมืองวังสะพุง,2,0,4,0,0,10,0,13,0,0,0,21,0,0,0,3,0
เทศบาลเมืองวารินชำราบ,1,7,30,6,0,1,0,29,0,3,19,306,44,0,0,2,0
เทศบาลเมืองวิเชียรบุรี,16,3,2,3,0,13,0,8,2,0,2,26,13,0,0,0,0
เทศบาลเมืองศรีราชา,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
เทศบาลเมืองศรีสะเกษ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
เทศบาลเมืองศรีสัชนาลัย,57,42,312,35,1,126,3,183,23,13,11,516,480,0,0,1,0
เทศบาลเมืองสตูล,216,83,262,64,44,153,50,213,304,139,80,701,460,0,0,19,0
เทศบาลเมืองสนั่นรักษ์,112,157,97,137,8,114,3,72,142,107,1,425,185,1,0,30,0
เทศบาลเมืองสมุทรสงคราม,2,8,65,3,1,11,1,11,11,7,2,113,123,0,0,11,0
เทศบาลเมืองสระบุรี,105,64,208,55,4,101,2,140,187,81,19,396,264,0,0,1,8
เทศบาลเมืองสระแก้ว,2,1,0,1,0,2,0,2,0,0,0,6,0,0,0,0,0
เทศบาลเมืองสวรรคโลก,1,5,89,6,2,78,0,11,10,19,61,137,96,0,0,0,0
เทศบาลเมืองสะเดา,5,38,303,27,1,23,0,82,14,14,17,406,14,0,0,13,0
เทศบาลเมืองสะเตงนอก,58,22,12,15,2,81,6,109,38,2,37,142,127,0,0,1,0
เทศบาลเมืองสัตหีบ,0,0,2,0,1,2,0,3,2,2,0,8,0,0,0,0,1
เทศบาลเมืองสามพราน,0,1,0,1,0,0,0,0,1,0,4,2,0,0,0,0,0
เทศบาลเมืองสิงหนคร,5,33,786,38,4,55,5,71,8,2,20,581,849,0,0,3,2
เทศบาลเมืองสิงห์บุรี,10,11,21,11,0,69,3,5,39,4,0,176,66,0,0,0,0
เทศบาลเมืองสุรินทร์,0,22,0,4,0,0,0,0,35,59,6,329,254,0,0,7,0
เทศบาลเมืองสุโขทัยธานี,29,15,78,16,8,47,0,55,39,5,1,95,74,0,0,1,0
เทศบาลเมืองหนองคาย,7,9,25,8,0,43,0,16,7,4,5,396,67,0,0,0,0
เทศบาลเมืองหนองปรือ,0,0,1,0,0,0,0,1,0,0,0,23,1,0,0,0,1
เทศบาลเมืองหลังสวน,34,20,47,17,2,35,24,32,9,16,7,186,54,0,0,1,0
เทศบาลเมืองหล่มสัก,16,18,8,29,0,46,3,23,29,8,6,211,76,0,0,0,0
เทศบาลเมืองหัวหิน,12,5,195,2,2,11,1,22,2,16,3,45,20,0,0,0,1
เทศบาลเมืองอรัญญประเทศ,5,4,1,6,0,31,0,20,3,7,0,37,18,0,0,0,0
เทศบาลเมืองอรัญญิก,2,3,6,0,0,2,0,2,0,0,0,2,13,0,0,0,0
เทศบาลเมืองอำนาจเจริญ,0,1,0,0,0,0,0,0,7,3,12,107,68,0,0,0,0
เทศบาลเมืองอุตรดิตถ์,35,14,58,14,3,50,2,53,7,6,27,184,58,0,0,16,0
เทศบาลเมืองอุทัยธานี,62,20,10,19,6,57,7,48,23,28,2,82,58,0,0,0,2
เทศบาลเมืองอโยธยา,16,9,10,9,1,9,0,2,0,0,0,21,27,0,0,0,0
เทศบาลเมืองอ่างทอง,160,21,107,17,7,74,0,117,14,21,3,228,163,1,1,0,0
เทศบาลเมืองอ่างศิลา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลเมืองเขลางค์นคร,347,73,112,55,3,635,28,97,16,10,11,294,1186,0,0,0,0
เทศบาลเมืองเขารูปช้าง,122,24,172,26,101,59,0,56,3,1,3,369,52,0,0,139,1
เทศบาลเมืองเขาสามยอด,20,19,18,21,2,28,2,36,14,13,1,231,35,0,0,11,1
เทศบาลเมืองเดชอุดม,0,11,2,1,0,1,0,2,0,0,0,23,6,0,0,2,0
เทศบาลเมืองเบตง,2,2,6,2,0,1,0,24,4,0,29,235,5,0,0,0,0
เทศบาลเมืองเพชรบุรี,12,1,39,0,2,38,1,6,1,28,9,113,21,0,0,1,0
เทศบาลเมืองเพชรบูรณ์,22,23,15,40,31,53,5,60,31,30,6,253,174,1,0,3,2
เทศบาลเมืองเมืองแกนพัฒนา,4,22,35,19,21,40,22,25,26,15,4,169,62,2,0,3,0
เทศบาลเมืองเลย,4,8,19,9,5,39,5,67,5,2,4,85,16,0,0,0,0
เทศบาลเมืองเสนา,13,1,9,1,0,19,0,19,6,1,1,29,24,0,0,0,0
เทศบาลเมืองแก่งคอย,40,22,36,20,3,52,2,48,77,24,5,144,71,0,0,1,0
เทศบาลเมืองแพร่,23,17,19,11,0,21,0,33,39,34,7,394,81,0,0,0,0
เทศบาลเมืองแม่ฮ่องสอน,9,3,27,4,10,45,2,29,22,6,1,51,55,0,0,5,0
เทศบาลเมืองแม่เหียะ,3,2,84,1,0,4,0,14,3,6,3,92,64,0,0,1,1
เทศบาลเมืองแม่โจ้,0,0,34,1,0,1,0,2,0,0,0,50,15,0,0,0,0
เทศบาลเมืองไทรม้า,43,4,47,5,14,57,12,44,23,0,0,138,37,0,0,27,0
เทศบาลเมืองไร่ขิง,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0
เทิง,227,81,174,61,32,254,31,567,228,279,53,1892,1031,1,0,11,0
เนินขาม,82,27,194,22,60,201,452,395,156,37,2,957,154,0,0,32,1
เนินมะปราง,31,41,23,38,2,144,30,548,163,48,29,580,154,0,0,9,0
เนินสง่า,63,49,405,23,16,142,2,198,41,30,6,642,176,0,0,68,0
เบญจลักษ์,0,1,4,1,1,3,0,2,0,0,0,3,28,0,0,0,0
เบตง,139,6,151,6,5,93,0,299,400,20,94,916,379,0,0,0,0
เฝ้าไร่,220,62,604,85,68,288,37,352,158,67,132,1101,1039,0,0,54,1
เมยวดี,43,27,415,23,5,193,11,301,118,38,26,985,364,0,0,72,0
เมืองกระบี่,216,101,1914,115,164,287,207,1712,692,131,298,5260,2568,0,0,311,3
เมืองกาฬสินธุ์,37,41,745,42,37,145,25,523,367,81,117,3264,965,6,1,12,11
เมืองกำแพงเพชร,95,89,895,148,4,366,61,470,197,71,47,1218,1420,3,1,133,0
เมืองจันทบุรี,4,1,1,1,0,2,0,8,1,0,4,35,22,0,0,0,0
เมืองจันทร์,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เมืองฉะเชิงเทรา,6,5,4,7,0,16,0,7,25,21,1,908,1527,0,0,355,2
เมืองชลบุรี,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
เมืองชัยนาท,194,30,232,33,35,64,21,427,102,8,4,769,40,0,0,35,10
เมืองชัยภูมิ,132,160,1180,160,111,786,69,879,180,113,18,2010,261,0,0,3,5
เมืองชุมพร,142,212,574,204,29,786,301,575,125,120,362,3741,2071,0,1,3,24
เมืองตรัง,49,266,583,216,11,770,73,1324,229,44,108,3164,1180,4,0,108,0
เมืองตราด,1,1,1,1,0,1,0,1,0,0,1,11,2,0,0,0,0
เมืองตาก,402,342,849,491,17,896,33,895,171,167,59,3937,1620,0,0,323,5
เมืองนครนายก,1038,260,1361,245,462,2539,128,3000,946,129,204,9375,511,0,0,8,4
เมืองนครปฐม,2,2,517,2,1,3,0,0,83,6,5,592,31,0,0,0,0
เมืองนครพนม,146,80,365,45,16,91,16,150,203,90,109,2636,213,1,0,79,6
เมืองนครราชสีมา,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เมืองนครศรีธรรมราช,87,167,2186,167,65,538,272,805,376,71,46,6354,1101,0,0,7,24
เมืองนครสวรรค์,50,61,214,51,251,125,3,372,83,35,35,1515,297,2,0,21,8
เมืองนนทบุรี,275,54,193,52,107,389,202,251,103,42,0,684,269,0,0,196,1
เมืองนราธิวาส,29,20,53,8,2,50,24,59,83,16,40,488,176,0,0,7,30
เมืองน่าน,166,117,136,103,6,330,15,218,193,159,61,1340,806,3,1,7,64
เมืองบึงกาฬ,262,126,416,171,213,585,301,942,343,135,81,1748,901,1,0,119,1
เมืองบุรีรัมย์,0,0,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0
เมืองปทุมธานี,467,612,349,213,14,511,50,631,400,308,62,1770,955,7,6,439,12
เมืองประจวบคีรีขันธ์,324,52,324,37,2,557,7,1002,436,171,93,1176,357,0,0,39,4
เมืองปราจีนบุรี,114,19,44,17,68,132,6,261,105,34,0,345,36,0,0,23,4
เมืองปัตตานี,99,62,4013,54,103,136,115,1480,311,31,94,3135,3024,4,1,5,10
เมืองปาน,201,35,123,37,36,314,77,154,267,344,8,522,336,0,0,27,0
เมืองพะเยา,376,145,344,138,17,591,14,611,119,88,98,882,244,0,0,3,0
เมืองพังงา,243,64,179,73,8,322,34,340,328,126,126,1804,398,3,0,13,1
เมืองพัทยา,0,0,2,0,0,0,0,1,0,0,0,9,2,0,0,0,0
เมืองพัทลุง,186,231,3279,271,9,560,628,470,251,71,22,2844,764,0,0,3,1
เมืองพิจิตร,357,121,515,107,138,877,72,660,401,50,130,1219,821,0,0,8,0
เมืองพิษณุโลก,31,176,2329,154,40,1051,25,80,16,55,5,160,2390,0,0,0,0
เมืองภูเก็ต,168,52,546,39,11,109,9,340,52,29,126,408,570,0,0,3,0
เมืองมหาสารคาม,21,46,234,12,3,75,493,39,109,12,8,1968,1193,0,0,0,0
เมืองมุกดาหาร,35,198,4203,232,206,660,425,1910,188,24,198,4151,2452,2,2,0,5
เมืองยะลา,303,196,510,182,47,674,53,607,408,159,269,1588,686,0,0,63,3
เมืองยโสธร,110,21,96,28,88,162,28,284,22,55,1,1066,453,0,0,0,0
เมืองระนอง,276,232,1279,241,9,633,65,632,126,106,5,1846,489,0,0,317,0
เมืองระยอง,10,2,156,2,84,25,26,49,31,23,1,526,45,0,0,14,0
เมืองร้อยเอ็ด,84,77,1037,62,19,484,59,1171,65,322,67,2088,151,1,0,35,0
เมืองลพบุรี,273,197,160,205,35,467,109,458,335,118,23,1616,538,1,0,62,10
เมืองลำปาง,827,186,403,130,39,1078,72,332,725,362,172,2438,2570,1,0,18,0
เมืองลำพูน,248,226,443,226,120,753,38,573,343,197,143,2917,1492,1,0,33,7
เมืองศรีสะเกษ,0,0,3,0,0,4,2,4,4,0,0,2,36,0,0,1,0
เมืองสกลนคร,52,108,1948,91,37,250,108,1100,640,102,541,1649,2618,2,0,59,12
เมืองสงขลา,38,9,122,11,62,54,0,19,12,0,1,175,15,0,0,47,0
เมืองสตูล,841,285,2462,251,239,896,119,1858,785,298,253,2608,1157,2,0,96,0
เมืองสมุทรปราการ,18,16,354,12,1,9,3,56,301,9,45,571,930,0,0,180,2
เมืองสมุทรสงคราม,47,18,272,15,4,27,2,42,40,38,5,458,645,0,0,133,3
เมืองสมุทรสาคร,55,72,736,80,119,367,209,394,633,99,203,792,480,3,0,128,13
เมืองสรวง,62,30,1126,29,70,218,11,972,22,288,38,1419,109,1,0,14,3
เมืองสระบุรี,86,66,119,59,2,136,0,145,231,50,56,810,245,0,0,3,0
เมืองสระแก้ว,1,6,0,3,0,32,0,4,9,5,0,268,6,0,0,0,0
เมืองสิงห์บุรี,78,25,198,15,6,256,77,67,105,19,11,549,290,0,0,3,2
เมืองสุราษฎร์ธานี,266,66,104,57,79,438,40,334,145,23,67,2258,415,1,0,3,0
เมืองสุรินทร์,5,489,0,62,0,4,1,6,52,553,12,1362,972,0,0,7,0
เมืองสุโขทัย,116,71,1009,83,63,442,19,634,199,80,86,1619,1567,0,0,2,7
เมืองหนองคาย,67,44,466,45,15,223,6,170,88,20,132,2459,907,0,0,0,1
เมืองอำนาจเจริญ,103,68,97,73,28,195,7,160,300,216,238,3800,1200,3,0,73,3
เมืองอุตรดิตถ์,128,93,211,92,5,265,47,192,43,29,28,921,238,0,0,82,0
เมืองอุทัยธานี,460,111,247,104,8,292,16,229,100,195,3,463,644,2,0,2,0
เมืองอุบลราชธานี,8,35,127,24,1,35,1,41,10,113,194,1329,335,1,0,715,5
เมืองอ่างทอง,618,127,449,119,53,465,17,446,103,131,33,895,940,1,0,9,2
เมืองเชียงราย,171,139,541,116,93,387,50,1098,393,268,238,3406,1752,5,0,14,10
เมืองเชียงใหม่,11,17,230,24,13,29,8,51,80,19,23,352,266,0,3,10,1
